Soil_Type,Footing_Type,Cohesion_c,Angle_of_Friction_phi,Unit_Weight_gamma,Depth_of_Foundation_Df,Width_B,Factor_of_Safety,Nc,Nq,N_gamma,Ultimate_Bearing_Capacity_qu,Safe_Bearing_Capacity_qs
Alluvial,Isolated(Circular),26.01,25,18.05,1.39,1.18,2.5,20.72,10.66,10.88,922.25,368.9
Clayey Loam,Strip,14.63,25,18.55,1.55,1.04,2.5,20.72,10.66,10.88,714.58,285.83
Silty Clay Loam,Combined,16.21,30,18.44,1.24,2.16,2.5,30.14,18.4,22.4,1355.4,542.16
Clayey Loam,Combined,16.96,20,18.66,1.84,2.58,2.5,14.83,6.4,5.39,601.0,240.4
Clayey Loam,Isolated(Rectangular),17.09,25,18.8,1.91,2.58,3.0,20.72,10.66,10.88,1000.75,333.58
Silty Clay Loam,Isolated(Rectangular),26.61,30,18.9,1.98,2.73,2.5,30.14,18.4,22.4,2068.48,827.39
Silty Clay Loam,Isolated (Square),15.3,30,18.8,1.52,1.62,3.0,30.14,18.4,22.4,1328.05,442.68
Alluvial,Isolated(Circular),25.08,25,18.84,1.46,2.15,3.0,20.72,10.66,10.88,1033.23,344.41
Silty Clay Loam,Isolated(Circular),22.39,30,18.26,1.06,1.92,2.5,30.14,18.4,22.4,1423.64,569.46
Clayey Loam,Isolated(Circular),17.88,20,18.28,1.73,1.35,3.0,14.83,6.4,5.39,534.06,178.02
Silty Clay Loam,Isolated(Rectangular),22.93,20,18.22,1.09,2.64,2.5,14.83,6.4,5.39,596.79,238.72
Alluvial,Strip,12.66,25,17.59,0.9,1.45,3.0,20.72,10.66,10.88,569.82,189.94
Silty Clay Loam,Isolated(Rectangular),17.0,20,17.64,1.94,1.21,3.0,14.83,6.4,5.39,528.65,176.22
Alluvial,Isolated(Circular),15.63,20,18.27,2.44,1.47,3.0,14.83,6.4,5.39,589.48,196.49
Silty Clay Loam,Isolated(Circular),25.71,20,17.05,2.22,2.35,2.5,14.83,6.4,5.39,731.51,292.6
Silty Clay Loam,Isolated(Circular),28.69,30,18.33,1.2,2.94,3.0,30.14,18.4,22.4,1873.01,624.34
Alluvial,Isolated (Square),23.76,30,18.46,1.33,2.25,2.5,30.14,18.4,22.4,1633.07,653.23
Alluvial,Isolated(Rectangular),24.29,20,17.37,2.12,2.6,2.5,14.83,6.4,5.39,717.61,287.04
Alluvial,Isolated(Rectangular),19.94,30,18.88,0.86,2.33,3.0,30.14,18.4,22.4,1392.44,464.15
Silty Clay Loam,Isolated(Circular),20.76,25,18.24,1.72,1.8,2.5,20.72,10.66,10.88,943.19,377.28
Clayey Loam,Strip,14.4,20,17.31,0.86,2.17,3.0,14.83,6.4,5.39,410.06,136.69
Clayey Loam,Isolated(Circular),13.65,20,17.82,2.46,1.63,2.5,14.83,6.4,5.39,561.27,224.51
Alluvial,Isolated (Square),10.12,30,18.85,1.5,2.81,2.5,30.14,18.4,22.4,1418.52,567.41
Silty Clay Loam,Strip,24.37,25,18.27,1.88,2.24,3.0,20.72,10.66,10.88,1093.72,364.57
Alluvial,Isolated (Square),11.92,25,17.92,2.31,2.07,2.5,20.72,10.66,10.88,890.05,356.02
Alluvial,Isolated(Rectangular),21.94,25,18.74,2.38,2.48,2.5,20.72,10.66,10.88,1182.87,473.15
Silty Clay Loam,Isolated(Rectangular),12.77,30,17.29,1.49,1.75,2.5,30.14,18.4,22.4,1197.79,479.12
Clayey Loam,Combined,25.19,20,17.18,1.73,1.93,2.5,14.83,6.4,5.39,653.14,261.26
Alluvial,Isolated(Rectangular),19.19,25,18.37,1.98,1.47,3.0,20.72,10.66,10.88,932.25,310.75
Silty Clay Loam,Isolated(Rectangular),16.88,30,18.47,1.93,2.68,3.0,30.14,18.4,22.4,1719.07,573.02
Clayey Loam,Isolated (Square),11.66,30,17.41,1.85,2.99,3.0,30.14,18.4,22.4,1527.09,509.03
Alluvial,Combined,15.06,30,17.76,1.36,1.55,2.5,30.14,18.4,22.4,1206.65,482.66
Alluvial,Strip,23.77,25,18.42,1.68,1.12,2.5,20.72,10.66,10.88,934.62,373.85
Alluvial,Isolated(Rectangular),16.11,25,17.27,1.91,1.95,3.0,20.72,10.66,10.88,868.63,289.54
Silty Clay Loam,Isolated(Rectangular),26.46,20,17.14,1.19,1.56,2.5,14.83,6.4,5.39,595.0,238.0
Clayey Loam,Strip,19.02,20,18.44,1.55,1.29,2.5,14.83,6.4,5.39,529.1,211.64
Clayey Loam,Isolated (Square),10.46,25,18.9,1.31,2.77,3.0,20.72,10.66,10.88,765.46,255.15
Clayey Loam,Strip,21.17,30,18.77,0.96,1.47,3.0,30.14,18.4,22.4,1278.65,426.22
Silty Clay Loam,Combined,18.38,20,18.55,2.24,2.09,3.0,14.83,6.4,5.39,642.99,214.33
Silty Clay Loam,Strip,19.26,30,17.57,0.87,1.91,2.5,30.14,18.4,22.4,1237.61,495.04
Clayey Loam,Isolated(Rectangular),19.57,30,18.47,1.7,2.37,3.0,30.14,18.4,22.4,1657.85,552.62
Clayey Loam,Combined,20.32,30,18.17,1.46,1.48,2.5,30.14,18.4,22.4,1401.75,560.7
Alluvial,Isolated(Rectangular),16.34,20,19.0,2.26,1.24,3.0,14.83,6.4,5.39,580.63,193.54
Clayey Loam,Combined,29.14,20,17.08,1.14,1.62,2.5,14.83,6.4,5.39,631.33,252.53
Alluvial,Isolated (Square),20.97,25,18.61,2.42,2.82,3.0,20.72,10.66,10.88,1200.08,400.03
Alluvial,Isolated(Rectangular),18.03,30,18.17,1.11,1.43,3.0,30.14,18.4,22.4,1205.54,401.85
Silty Clay Loam,Isolated (Square),11.66,30,17.26,0.87,2.48,3.0,30.14,18.4,22.4,1107.14,369.05
Silty Clay Loam,Isolated(Rectangular),13.18,30,18.14,1.13,1.1,3.0,30.14,18.4,22.4,997.9,332.63
Clayey Loam,Combined,20.82,20,17.23,2.41,2.77,3.0,14.83,6.4,5.39,703.14,234.38
Clayey Loam,Isolated(Circular),15.94,20,17.85,1.49,1.48,3.0,14.83,6.4,5.39,477.8,159.27
Clayey Loam,Isolated(Rectangular),19.54,30,18.54,2.25,2.58,3.0,30.14,18.4,22.4,1892.22,630.74
Alluvial,Isolated (Square),18.17,30,18.59,1.13,2.13,2.5,30.14,18.4,22.4,1377.65,551.06
Clayey Loam,Isolated(Circular),13.3,30,18.41,2.12,1.68,3.0,30.14,18.4,22.4,1465.4,488.47
Silty Clay Loam,Isolated(Circular),15.47,30,18.13,2.25,1.62,2.5,30.14,18.4,22.4,1545.8,618.32
Silty Clay Loam,Isolated(Rectangular),21.66,25,17.8,1.1,1.6,2.5,20.72,10.66,10.88,812.45,324.98
Silty Clay Loam,Isolated (Square),23.17,30,17.15,2.5,1.22,2.5,30.14,18.4,22.4,1721.58,688.63
Alluvial,Strip,24.6,30,18.68,2.34,2.17,2.5,30.14,18.4,22.4,1999.73,799.89
Clayey Loam,Isolated(Rectangular),27.09,20,17.13,1.22,2.0,3.0,14.83,6.4,5.39,627.83,209.28
Silty Clay Loam,Isolated(Circular),29.57,25,17.72,1.08,1.38,3.0,20.72,10.66,10.88,949.72,316.57
Alluvial,Isolated(Circular),22.88,25,18.76,1.11,2.97,2.5,20.72,10.66,10.88,999.15,399.66
Clayey Loam,Isolated (Square),28.27,30,17.33,1.16,1.74,3.0,30.14,18.4,22.4,1559.68,519.89
Alluvial,Combined,10.01,30,18.29,1.98,1.12,2.5,30.14,18.4,22.4,1197.47,478.99
Clayey Loam,Isolated(Circular),25.89,30,18.18,1.21,1.89,3.0,30.14,18.4,22.4,1569.92,523.31
Clayey Loam,Isolated(Rectangular),14.41,25,18.22,1.49,1.09,3.0,20.72,10.66,10.88,696.01,232.0
Alluvial,Isolated(Circular),27.47,25,18.7,2.23,2.35,2.5,20.72,10.66,10.88,1252.77,501.11
Clayey Loam,Isolated(Rectangular),20.88,30,18.02,1.35,1.1,3.0,30.14,18.4,22.4,1298.95,432.98
Clayey Loam,Isolated (Square),13.53,25,17.95,1.99,2.55,3.0,20.72,10.66,10.88,910.12,303.37
Silty Clay Loam,Isolated(Rectangular),24.36,30,17.55,1.58,2.52,2.5,30.14,18.4,22.4,1739.76,695.9
Clayey Loam,Isolated(Rectangular),25.48,30,18.57,1.54,1.72,2.5,30.14,18.4,22.4,1651.9,660.76
Silty Clay Loam,Isolated (Square),29.83,30,18.11,0.99,2.17,3.0,30.14,18.4,22.4,1669.11,556.37
Silty Clay Loam,Strip,21.5,25,17.09,1.04,2.65,3.0,20.72,10.66,10.88,881.32,293.77
Silty Clay Loam,Isolated (Square),24.81,25,17.68,1.03,2.45,2.5,20.72,10.66,10.88,943.83,377.53
Clayey Loam,Combined,17.18,30,18.49,1.77,1.19,2.5,30.14,18.4,22.4,1366.42,546.57
Silty Clay Loam,Isolated(Rectangular),11.64,30,18.44,1.33,1.13,3.0,30.14,18.4,22.4,1035.47,345.16
Alluvial,Isolated(Circular),13.26,25,18.17,1.77,1.98,2.5,20.72,10.66,10.88,813.3,325.32
Silty Clay Loam,Isolated (Square),13.62,25,17.27,1.64,2.35,2.5,20.72,10.66,10.88,804.91,321.96
Clayey Loam,Strip,21.46,30,18.81,1.77,2.4,2.5,30.14,18.4,22.4,1765.02,706.01
Alluvial,Isolated(Circular),21.72,30,18.45,1.87,1.01,3.0,30.14,18.4,22.4,1498.17,499.39
Alluvial,Isolated (Square),24.95,30,18.22,1.16,1.83,2.5,30.14,18.4,22.4,1514.32,605.73
Alluvial,Isolated(Circular),27.08,25,18.39,1.58,1.59,2.5,20.72,10.66,10.88,1029.9,411.96
Alluvial,Isolated(Circular),13.14,25,17.21,1.07,1.36,3.0,20.72,10.66,10.88,595.89,198.63
Silty Clay Loam,Isolated(Circular),26.25,30,18.69,1.68,2.36,2.5,30.14,18.4,22.4,1862.93,745.17
Silty Clay Loam,Isolated (Square),18.88,20,17.11,2.21,1.94,2.5,14.83,6.4,5.39,611.45,244.58
Clayey Loam,Isolated (Square),27.91,25,17.65,1.77,1.01,3.0,20.72,10.66,10.88,1008.3,336.1
Alluvial,Isolated(Circular),10.9,30,17.74,1.0,2.08,3.0,30.14,18.4,22.4,1068.21,356.07
Clayey Loam,Isolated(Circular),13.92,25,18.75,1.94,1.43,3.0,20.72,10.66,10.88,822.04,274.01
Silty Clay Loam,Isolated(Rectangular),29.08,25,17.26,1.85,2.57,3.0,20.72,10.66,10.88,1184.23,394.74
Silty Clay Loam,Strip,15.22,25,17.12,0.86,2.89,2.5,20.72,10.66,10.88,741.46,296.58
Silty Clay Loam,Combined,23.96,30,18.12,2.33,1.63,3.0,30.14,18.4,22.4,1829.79,609.93
Alluvial,Isolated(Circular),12.93,20,17.2,2.26,2.36,3.0,14.83,6.4,5.39,549.93,183.31
Silty Clay Loam,Isolated(Rectangular),26.29,25,18.69,1.07,1.21,3.0,20.72,10.66,10.88,880.94,293.65
Clayey Loam,Isolated (Square),28.12,25,18.24,1.44,1.84,3.0,20.72,10.66,10.88,1045.21,348.4
Clayey Loam,Combined,11.31,20,18.27,1.51,2.99,2.5,14.83,6.4,5.39,491.51,196.6
Alluvial,Isolated (Square),16.89,30,17.71,1.18,1.17,3.0,30.14,18.4,22.4,1125.66,375.22
Alluvial,Isolated(Rectangular),25.16,25,18.0,1.7,1.88,3.0,20.72,10.66,10.88,1031.6,343.87
Silty Clay Loam,Strip,29.36,20,18.33,1.16,1.44,3.0,14.83,6.4,5.39,642.63,214.21
Silty Clay Loam,Strip,11.21,25,18.93,0.92,2.69,3.0,20.72,10.66,10.88,694.94,231.65
Clayey Loam,Strip,23.42,20,17.18,0.88,1.54,2.5,14.83,6.4,5.39,515.38,206.15
Alluvial,Isolated(Rectangular),21.05,30,17.49,1.04,1.84,3.0,30.14,18.4,22.4,1329.57,443.19
Silty Clay Loam,Combined,20.1,30,18.08,2.3,1.44,3.0,30.14,18.4,22.4,1662.55,554.18
Clayey Loam,Isolated(Rectangular),21.27,25,18.2,2.42,2.13,2.5,20.72,10.66,10.88,1121.11,448.44
Silty Clay Loam,Isolated (Square),23.27,20,18.66,1.6,1.04,2.5,14.83,6.4,5.39,588.47,235.39
Clayey Loam,Isolated (Square),21.49,30,18.87,2.4,1.55,2.5,30.14,18.4,22.4,1808.59,723.44
Silty Clay Loam,Isolated(Circular),21.98,20,18.41,2.02,2.38,2.5,14.83,6.4,5.39,682.05,272.82
Alluvial,Isolated (Square),13.1,30,18.5,2.1,1.08,2.5,30.14,18.4,22.4,1333.45,533.38
Clayey Loam,Isolated(Circular),25.84,20,18.76,0.99,1.78,3.0,14.83,6.4,5.39,592.06,197.35
Alluvial,Isolated(Circular),16.03,20,17.4,2.27,1.7,2.5,14.83,6.4,5.39,570.23,228.09
Alluvial,Combined,28.35,30,18.23,1.17,2.61,3.0,30.14,18.4,22.4,1779.82,593.27
Silty Clay Loam,Isolated(Rectangular),15.3,25,17.42,1.42,2.21,3.0,20.72,10.66,10.88,790.14,263.38
Alluvial,Strip,24.78,20,18.39,2.01,1.42,3.0,14.83,6.4,5.39,674.43,224.81
Silty Clay Loam,Isolated(Rectangular),20.97,25,17.84,2.35,2.05,2.5,20.72,10.66,10.88,1080.36,432.14
Alluvial,Isolated(Circular),14.09,30,18.44,0.89,2.7,3.0,30.14,18.4,22.4,1284.27,428.09
Alluvial,Isolated(Rectangular),24.92,25,17.67,0.82,2.04,3.0,20.72,10.66,10.88,866.89,288.96
Clayey Loam,Combined,16.59,20,17.8,1.87,1.93,3.0,14.83,6.4,5.39,551.64,183.88
Alluvial,Strip,24.7,20,17.7,1.1,1.06,3.0,14.83,6.4,5.39,541.47,180.49
Alluvial,Combined,25.87,30,18.78,1.98,2.5,3.0,30.14,18.4,22.4,1989.75,663.25
Silty Clay Loam,Isolated (Square),26.49,30,17.21,2.11,2.43,2.5,30.14,18.4,22.4,1934.96,773.98
Silty Clay Loam,Isolated (Square),18.97,25,18.21,1.41,2.7,2.5,20.72,10.66,10.88,934.23,373.69
Clayey Loam,Isolated(Rectangular),25.01,25,18.08,2.46,1.22,2.5,20.72,10.66,10.88,1112.32,444.93
Silty Clay Loam,Isolated(Rectangular),18.36,20,17.8,0.82,2.42,2.5,14.83,6.4,5.39,481.78,192.71
Clayey Loam,Strip,17.23,20,17.42,0.85,2.45,2.5,14.83,6.4,5.39,465.31,186.12
Alluvial,Combined,28.26,20,18.87,1.88,1.5,3.0,14.83,6.4,5.39,722.42,240.81
Clayey Loam,Isolated (Square),18.28,30,18.54,2.37,1.19,2.5,30.14,18.4,22.4,1606.55,642.62
Clayey Loam,Isolated(Circular),20.53,20,18.75,1.21,2.15,3.0,14.83,6.4,5.39,558.3,186.1
Clayey Loam,Isolated (Square),25.64,30,17.51,0.81,2.76,3.0,30.14,18.4,22.4,1575.03,525.01
Silty Clay Loam,Isolated (Square),25.23,25,18.59,1.43,2.19,2.5,20.72,10.66,10.88,1027.62,411.05
Clayey Loam,Isolated (Square),28.76,20,18.71,1.21,1.36,2.5,14.83,6.4,5.39,639.98,255.99
Alluvial,Combined,24.89,30,17.02,1.8,1.61,3.0,30.14,18.4,22.4,1620.79,540.26
Clayey Loam,Isolated(Circular),26.63,30,18.74,1.94,1.4,3.0,30.14,18.4,22.4,1765.41,588.47
Clayey Loam,Combined,17.82,20,18.88,1.35,2.69,2.5,14.83,6.4,5.39,564.27,225.71
Silty Clay Loam,Combined,20.52,25,17.17,0.92,2.12,3.0,20.72,10.66,10.88,791.58,263.86
Silty Clay Loam,Strip,21.95,25,18.15,0.95,1.29,2.5,20.72,10.66,10.88,765.98,306.39
Alluvial,Isolated (Square),26.57,20,18.16,1.41,2.03,3.0,14.83,6.4,5.39,657.26,219.09
Silty Clay Loam,Isolated(Rectangular),19.37,20,18.15,2.15,1.0,2.5,14.83,6.4,5.39,585.92,234.37
Alluvial,Combined,18.62,20,18.02,1.27,2.93,2.5,14.83,6.4,5.39,564.89,225.96
Alluvial,Isolated (Square),28.85,25,18.31,1.0,1.12,2.5,20.72,10.66,10.88,904.52,361.81
Silty Clay Loam,Strip,21.52,30,18.52,1.5,2.34,2.5,30.14,18.4,22.4,1645.14,658.06
Silty Clay Loam,Isolated (Square),23.21,20,18.77,1.22,1.98,2.5,14.83,6.4,5.39,590.92,236.37
Alluvial,Combined,17.11,25,18.57,2.31,2.68,2.5,20.72,10.66,10.88,1082.53,433.01
Clayey Loam,Strip,13.11,25,18.03,1.12,1.38,3.0,20.72,10.66,10.88,622.26,207.42
Alluvial,Isolated (Square),20.89,30,18.08,1.02,1.17,2.5,30.14,18.4,22.4,1205.87,482.35
Silty Clay Loam,Isolated(Rectangular),25.44,20,18.09,1.95,2.05,2.5,14.83,6.4,5.39,702.98,281.19
Clayey Loam,Combined,12.91,20,18.68,1.43,2.31,3.0,14.83,6.4,5.39,478.71,159.57
Clayey Loam,Isolated(Circular),19.57,20,17.47,1.48,1.87,3.0,14.83,6.4,5.39,543.74,181.25
Clayey Loam,Isolated(Rectangular),26.4,20,18.32,2.4,1.16,2.5,14.83,6.4,5.39,730.18,292.07
Silty Clay Loam,Combined,21.65,25,17.85,2.28,2.1,2.5,20.72,10.66,10.88,1086.35,434.54
Silty Clay Loam,Combined,19.36,25,17.97,1.26,2.38,3.0,20.72,10.66,10.88,875.17,291.72
Silty Clay Loam,Strip,21.45,30,18.77,0.87,1.86,2.5,30.14,18.4,22.4,1337.99,535.2
Clayey Loam,Strip,19.24,30,18.22,1.87,2.9,2.5,30.14,18.4,22.4,1798.59,719.44
Clayey Loam,Strip,13.14,25,17.53,1.11,2.93,2.5,20.72,10.66,10.88,759.1,303.64
Clayey Loam,Strip,15.4,30,17.95,2.5,1.06,2.5,30.14,18.4,22.4,1502.96,601.18
Silty Clay Loam,Isolated (Square),17.19,30,18.8,2.24,1.92,2.5,30.14,18.4,22.4,1697.24,678.9
Silty Clay Loam,Isolated(Circular),28.19,30,18.49,2.45,2.83,2.5,30.14,18.4,22.4,2269.23,907.69
Clayey Loam,Isolated(Rectangular),17.3,20,18.0,1.58,1.04,2.5,14.83,6.4,5.39,489.03,195.61
Clayey Loam,Isolated (Square),18.97,30,17.08,1.43,1.05,3.0,30.14,18.4,22.4,1222.03,407.34
Silty Clay Loam,Isolated(Rectangular),16.66,30,18.9,2.08,1.38,2.5,30.14,18.4,22.4,1517.59,607.04
Silty Clay Loam,Isolated(Circular),17.25,25,17.32,2.22,1.71,3.0,20.72,10.66,10.88,928.42,309.47
Clayey Loam,Strip,23.7,25,18.37,2.46,2.01,2.5,20.72,10.66,10.88,1173.66,469.46
Clayey Loam,Isolated(Circular),10.15,20,17.31,2.44,1.74,2.5,14.83,6.4,5.39,502.01,200.8
Clayey Loam,Isolated(Rectangular),24.18,25,17.23,1.94,2.4,2.5,20.72,10.66,10.88,1082.29,432.92
Alluvial,Strip,15.13,25,17.97,1.07,2.23,3.0,20.72,10.66,10.88,736.46,245.49
Silty Clay Loam,Isolated (Square),18.35,20,17.97,1.64,1.12,2.5,14.83,6.4,5.39,514.98,205.99
Alluvial,Isolated(Rectangular),18.98,25,17.21,2.31,1.25,3.0,20.72,10.66,10.88,934.08,311.36
Clayey Loam,Isolated(Rectangular),24.06,20,18.79,1.97,1.66,2.5,14.83,6.4,5.39,677.77,271.11
Silty Clay Loam,Isolated (Square),12.49,20,18.31,1.49,1.36,3.0,14.83,6.4,5.39,426.94,142.31
Alluvial,Combined,28.77,25,18.87,2.21,2.56,2.5,20.72,10.66,10.88,1303.46,521.38
Alluvial,Combined,27.46,30,17.72,1.05,2.28,2.5,30.14,18.4,22.4,1622.49,649.0
Clayey Loam,Isolated(Rectangular),28.04,25,17.75,1.18,2.69,2.5,20.72,10.66,10.88,1064.01,425.6
Clayey Loam,Combined,20.74,20,18.17,1.47,1.26,3.0,14.83,6.4,5.39,540.22,180.07
Silty Clay Loam,Isolated(Circular),15.07,20,18.61,1.7,1.89,2.5,14.83,6.4,5.39,520.76,208.3
Silty Clay Loam,Strip,27.53,20,17.07,1.77,2.61,3.0,14.83,6.4,5.39,721.71,240.57
Clayey Loam,Strip,12.58,25,18.69,1.09,1.73,2.5,20.72,10.66,10.88,653.72,261.49
Silty Clay Loam,Isolated (Square),29.14,30,17.49,2.14,2.46,3.0,30.14,18.4,22.4,2048.85,682.95
Clayey Loam,Isolated (Square),13.78,30,17.29,1.13,1.08,2.5,30.14,18.4,22.4,983.96,393.58
Alluvial,Isolated(Rectangular),14.94,20,17.88,2.14,2.86,2.5,14.83,6.4,5.39,604.26,241.7
Alluvial,Isolated (Square),18.25,20,18.33,0.94,2.73,3.0,14.83,6.4,5.39,515.78,171.93
Clayey Loam,Strip,26.23,25,18.53,1.32,2.88,3.0,20.72,10.66,10.88,1094.54,364.85
Silty Clay Loam,Isolated(Rectangular),12.63,30,18.56,1.47,2.54,3.0,30.14,18.4,22.4,1410.67,470.22
Silty Clay Loam,Combined,26.27,20,18.56,2.11,2.47,2.5,14.83,6.4,5.39,763.77,305.51
Silty Clay Loam,Isolated(Rectangular),26.66,20,18.91,1.96,2.76,2.5,14.83,6.4,5.39,773.23,309.29
Silty Clay Loam,Isolated(Circular),29.59,25,17.79,1.78,1.18,3.0,20.72,10.66,10.88,1064.86,354.95
Silty Clay Loam,Isolated(Circular),27.99,30,17.87,0.97,2.33,2.5,30.14,18.4,22.4,1628.9,651.56
Clayey Loam,Strip,24.29,20,17.36,1.55,1.93,3.0,14.83,6.4,5.39,622.73,207.58
Clayey Loam,Isolated(Circular),20.32,20,17.11,1.86,1.98,3.0,14.83,6.4,5.39,596.32,198.77
Clayey Loam,Strip,20.23,25,17.39,2.28,1.3,2.5,20.72,10.66,10.88,964.81,385.92
Silty Clay Loam,Isolated(Circular),27.95,25,17.48,1.35,2.22,3.0,20.72,10.66,10.88,1041.78,347.26
Alluvial,Isolated(Rectangular),27.6,20,17.94,1.27,2.16,2.5,14.83,6.4,5.39,659.56,263.82
Alluvial,Isolated(Circular),18.99,30,17.92,1.31,2.79,3.0,30.14,18.4,22.4,1564.27,521.42
Alluvial,Combined,10.51,20,17.53,1.4,1.68,3.0,14.83,6.4,5.39,392.3,130.77
Clayey Loam,Combined,25.2,20,17.72,1.25,1.73,2.5,14.83,6.4,5.39,598.09,239.24
Clayey Loam,Strip,20.96,30,18.1,0.83,2.38,3.0,30.14,18.4,22.4,1390.63,463.54
Silty Clay Loam,Isolated(Circular),26.56,30,17.89,2.09,1.23,3.0,30.14,18.4,22.4,1734.95,578.32
Alluvial,Isolated(Rectangular),14.2,25,18.58,0.87,2.16,3.0,20.72,10.66,10.88,684.86,228.29
Alluvial,Isolated(Rectangular),25.5,25,17.03,2.03,1.17,2.5,20.72,10.66,10.88,1005.28,402.11
Silty Clay Loam,Combined,14.12,25,18.61,1.74,2.44,3.0,20.72,10.66,10.88,884.77,294.92
Alluvial,Isolated(Rectangular),14.37,20,18.68,2.05,2.11,2.5,14.83,6.4,5.39,564.41,225.76
Silty Clay Loam,Isolated (Square),28.96,25,17.07,1.15,1.75,2.5,20.72,10.66,10.88,971.82,388.73
Silty Clay Loam,Combined,20.64,25,18.84,1.14,1.12,2.5,20.72,10.66,10.88,771.4,308.56
Clayey Loam,Strip,12.92,20,18.92,0.94,2.06,2.5,14.83,6.4,5.39,410.46,164.18
Silty Clay Loam,Strip,16.82,30,17.07,1.81,2.85,3.0,30.14,18.4,22.4,1620.33,540.11
Clayey Loam,Isolated (Square),21.29,20,17.84,2.42,1.08,2.5,14.83,6.4,5.39,643.96,257.58
Clayey Loam,Isolated(Circular),19.15,30,17.46,1.55,2.7,2.5,30.14,18.4,22.4,1603.13,641.25
Clayey Loam,Strip,23.51,20,18.9,1.73,1.57,3.0,14.83,6.4,5.39,637.88,212.63
Silty Clay Loam,Isolated(Rectangular),24.23,25,17.44,2.38,2.23,2.5,20.72,10.66,10.88,1156.08,462.43
Alluvial,Isolated(Circular),21.7,30,17.0,1.76,2.83,3.0,30.14,18.4,22.4,1743.4,581.13
Clayey Loam,Isolated (Square),29.66,20,17.96,1.71,2.14,2.5,14.83,6.4,5.39,739.99,296.0
Silty Clay Loam,Isolated (Square),27.46,25,17.68,2.46,1.2,2.5,20.72,10.66,10.88,1148.02,459.21
Silty Clay Loam,Isolated(Rectangular),27.61,25,17.85,1.52,1.08,2.5,20.72,10.66,10.88,966.18,386.47
Clayey Loam,Isolated(Rectangular),23.67,30,18.39,1.32,1.77,3.0,30.14,18.4,22.4,1524.63,508.21
Silty Clay Loam,Isolated (Square),17.91,20,18.19,2.47,2.15,2.5,14.83,6.4,5.39,658.55,263.42
Silty Clay Loam,Isolated (Square),16.68,30,18.06,1.34,2.9,2.5,30.14,18.4,22.4,1534.61,613.84
Clayey Loam,Isolated(Circular),14.53,25,17.15,1.0,1.29,3.0,20.72,10.66,10.88,604.23,201.41
Clayey Loam,Isolated(Rectangular),29.32,30,17.59,1.14,1.02,3.0,30.14,18.4,22.4,1453.62,484.54
Alluvial,Isolated(Circular),26.5,30,18.52,1.66,1.95,2.5,30.14,18.4,22.4,1768.86,707.54
Alluvial,Isolated (Square),29.78,30,17.31,2.45,2.51,3.0,30.14,18.4,22.4,2164.52,721.51
Clayey Loam,Isolated (Square),27.45,20,17.72,1.9,1.08,2.5,14.83,6.4,5.39,674.13,269.65
Silty Clay Loam,Combined,16.27,30,18.05,1.34,2.3,3.0,30.14,18.4,22.4,1400.39,466.8
Silty Clay Loam,Isolated(Rectangular),12.88,20,18.99,0.98,2.35,2.5,14.83,6.4,5.39,430.38,172.15
Silty Clay Loam,Strip,27.74,25,17.06,1.46,1.79,3.0,20.72,10.66,10.88,1006.41,335.47
Alluvial,Strip,21.86,20,18.92,1.31,1.75,2.5,14.83,6.4,5.39,572.04,228.82
Silty Clay Loam,Isolated(Circular),26.73,20,17.78,2.44,1.5,2.5,14.83,6.4,5.39,745.93,298.37
Silty Clay Loam,Isolated(Rectangular),19.31,25,17.88,0.92,2.0,3.0,20.72,10.66,10.88,769.99,256.66
Silty Clay Loam,Isolated(Circular),17.89,30,17.1,1.06,1.23,2.5,30.14,18.4,22.4,1108.29,443.32
Silty Clay Loam,Strip,17.26,30,17.84,1.69,2.57,2.5,30.14,18.4,22.4,1588.48,635.39
Alluvial,Isolated(Rectangular),22.22,30,18.54,1.48,1.22,3.0,30.14,18.4,22.4,1427.92,475.97
Silty Clay Loam,Isolated(Rectangular),18.11,20,17.4,2.34,1.51,3.0,14.83,6.4,5.39,599.96,199.99
Clayey Loam,Isolated(Circular),21.33,30,18.46,1.68,1.64,2.5,30.14,18.4,22.4,1552.59,621.04
Alluvial,Combined,13.75,25,18.86,1.25,2.98,3.0,20.72,10.66,10.88,841.95,280.65
Silty Clay Loam,Isolated(Rectangular),14.66,20,17.22,1.35,1.29,2.5,14.83,6.4,5.39,426.05,170.42
Alluvial,Isolated(Rectangular),13.31,30,17.95,2.31,2.37,2.5,30.14,18.4,22.4,1640.58,656.23
Silty Clay Loam,Isolated(Circular),19.7,30,18.56,2.04,1.77,2.5,30.14,18.4,22.4,1658.36,663.34
Alluvial,Isolated(Circular),16.86,25,17.8,1.76,2.32,3.0,20.72,10.66,10.88,907.95,302.65
Silty Clay Loam,Isolated(Rectangular),22.08,25,17.83,1.95,2.36,2.5,20.72,10.66,10.88,1057.04,422.82
Silty Clay Loam,Isolated(Rectangular),14.02,30,18.93,2.11,2.04,3.0,30.14,18.4,22.4,1590.01,530.0
Silty Clay Loam,Isolated(Rectangular),27.97,30,18.82,2.48,2.42,2.5,30.14,18.4,22.4,2211.91,884.76
Clayey Loam,Isolated (Square),17.37,30,18.7,2.0,1.14,2.5,30.14,18.4,22.4,1450.45,580.18
Alluvial,Strip,26.88,25,18.02,2.16,1.72,2.5,20.72,10.66,10.88,1140.48,456.19
